Brand,ID,Rating,Sentiment,Combined_Text,VADER_Sentiment,VADER_Compound,VADER_Correct
Adidas,162970665,5.0,positive,Very good product. Perfect fit for my feet. Very comfortable to move in,positive,0.9224,True
Adidas,162959784,5.0,positive,Nice. A very good product to be honest and budget friendly,positive,0.9099,True
Adidas,162953193,5.0,positive,Best buy! Excellent Product. i like adidas products!  Good Quality with reasonable price!  Excellent Service,positive,0.9576,True
Adidas,162949485,5.0,positive,"Excellent purchase. Excellent purchase, great fit, good price, would recommend",positive,0.9607,True
Adidas,162816046,5.0,positive,"Look and feel good. Very happy, delivered on time. Used as a school shoe",positive,0.7841,True
Adidas,162815800,5.0,positive,Nice shoes. Good quality in Black shoes,positive,0.6908,True
Adidas,162752256,5.0,positive,It’s really comfortable and quality is also good.. I will recommend you all to buy this product if you are interested.you will get same product which was displayed online,positive,0.8399,True
Adidas,162715979,5.0,positive,"Great trainers, would buy again. Bouvht for my son as school trainers, would recommend for comfort and price",positive,0.8442,True
Adidas,162715801,5.0,positive,Great trainers. Great trainers. Good comfort even when on feet all day. Fits perfect,positive,0.9538,True
Adidas,162687320,5.0,positive,"I'm not new to adidas footwear, & I love this one. Exactly what I want. Perfect white colour that goes with every colour of cloths",positive,0.8481,True
Adidas,162682626,1.0,negative,Shoes looks great. Color fitting so welll looking like a wow so beautiful,positive,0.949,False
Adidas,162671701,5.0,positive,"Best purchase. Nice shoe, recommend other's to go for it. I got good discount as well",positive,0.926,True
Adidas,162657151,5.0,positive,"Great service and product. Another great product, also speedy informative delivery service",positive,0.8481,True
Adidas,162633018,4.0,positive,Kind of comfortable. Quality is good and only thing was box was damaged when I received,positive,0.5106,True
Adidas,162634007,5.0,positive,Awesome product.... Awesome product and top notch quality....Bought UK 6 which is 24.5 cm and true to the size,positive,0.9153,True
Adidas,162618739,5.0,positive,Great product.. Very good product but would recommend to buy a plus one size,positive,0.7843,True
Adidas,162596410,5.0,positive,Very good recommendable. Comfortable and classy looking. Can do both swag and formal,positive,0.8643,True
Adidas,162591155,5.0,positive,Very Nice shoes….. I am very happy about that shoes… Shoes comfort excellent,positive,0.9229,True
Adidas,162587544,4.0,positive,Overall okay shoes for daily uses. Good for daily commute at this price. Don’t expect too much out of it,positive,0.5859,True
Adidas,162569475,5.0,positive,"best gift ever for my dad he loved it loads. The men's Adidas trainers offer a perfect blend of style and functionality. The sleek design and iconic three stripes make a bold statement, while the comfortable fit and responsive cushioning provide excellent support during workouts. The durable build ensures longevity, making them a reliable choice for both casual wear and intense training sessions. Whether you're hitting the gym or just stepping out, these trainers deliver on both comfort and aesthetics, making them a solid addition to any wardrobe",positive,0.9884,True
Adidas,162567231,5.0,positive,"Perfect!. Good amazing one, must try and it does looks good when wearing it!",positive,0.9311,True
Adidas,162532731,5.0,positive,Must buy. Good for your sneakers collection The quality of the shoes is fantastic and they are great value for money,positive,0.9186,True
Adidas,162473029,5.0,positive,Adidas is the best. Vry good quality in the word  Adidas is the best shoes snekers in the word,positive,0.9062,True
Adidas,162465935,5.0,positive,Wonderful. I have always worn Adidas for the last 20 years. Big fan,positive,0.5859,True
Adidas,162449770,1.0,negative,"Wrinkle made on first wearing, don’t buy. Poor quality shoes . Design is very good but wrinkle comes on first day of wearing . So don’t go for it . It’s not like the Adidas quality standards. Don’t go for it",negative,-0.3856,True
Adidas,162409458,5.0,positive,Really nice - look better in person. The shoes look great in this colour - good addition to jeans,positive,0.9184,True
Adidas,162380508,5.0,positive,Good. Good good ok does what is says no problem at all  n,positive,0.9034,True
Adidas,162366625,1.0,negative,Fab super fast delivery & quality. Very comfortable great fit look good colours great,positive,0.9767,False
Adidas,162366538,5.0,positive,I’m satisfied and everyone seen it on me wanted it. It’s the best I can have with the value for the money,positive,0.8555,True
Adidas,162350413,5.0,positive,A perfect shoe worth every penny. There are a log of color options available for them you can try any each one is unique,positive,0.6808,True
Adidas,162339181,5.0,positive,Great purchase. Excellent trainers very well made and exceptional price through the app,positive,0.8805,True
Adidas,162316384,5.0,positive,"Great quality at an affordable price, comfortable.. Would definitely buy again, great value for money, I've already told friends and family about the quality Adidas produce",positive,0.9623,True
Adidas,162313419,5.0,positive,"Solid amd comfy. Great fit around feet, really comfortable. Great style",positive,0.9448,True
Adidas,162309026,5.0,positive,Good trainer /shoe. Good value nice looking comfortable trainer. Great for school shoe,positive,0.9545,True
Adidas,162310018,4.0,positive,"The cm size in chart is not correct.. Good quality product. Loved it, but the size is too large for me as i ordered 27.5cm which is 10UK size but UK10 size is too large than 27.5cm",positive,0.1894,True
Adidas,162308523,4.0,positive,"Great. Got the product today. So not a long term review. Initial impression great. Item's quality is as expected.  There was very minute dirt on back of the shoe. But considering the colour I think it would be nit picking.  Also even though the colour is mentioned as grey and it is grey, it looks like a white shoe only. Still a better look than pure white is what I felt",positive,0.9083,True
Adidas,162290498,4.0,positive,Nice product at this price point. Loved the product a lot and the person to whom i gifted this also has the same review,positive,0.7717,True
Adidas,162289102,5.0,positive,"Stylish go to sneaker. The comfort, quality, design, sole material is all very premium, adidas 3 strips looks soo awesome",positive,0.765,True
Adidas,162276646,5.0,positive,"Classic shoes - just what I wanted. Unfussy classic trainers, I'm going to get another pair in a second colour",negative,0.0,False
Adidas,162272295,5.0,positive,Go for it. Must buy product Authenticity at its best. Adidas always Adidas,positive,0.6369,True
Adidas,162255648,4.0,positive,"Good value shoe, simple and goes with most attire. Typical classic style adidas shoe, had others in the past so know what ti expect",positive,0.6486,True
Adidas,162249855,5.0,positive,Best purchase and awesome fit. One of the best fit from the adidas store. Comfortable and classy,positive,0.9741,True
Adidas,162235238,5.0,positive,Absolutely lovely. First time buying from Adidas I loved it . The quality is great,positive,0.92,True
Adidas,162233085,5.0,positive,Go for it if u want it for everday wear. Really comfortable shoes and perfect size. Can wear it all day and still my ankle and heels would not hurt. A soft cushion too,positive,0.8852,True
Adidas,162230034,4.0,positive,It was just as it was in the pictures. It was just as it was in the picture and the quality is also good and material is also comfortable,positive,0.7351,True
Adidas,162228174,5.0,positive,"Great product…..

must buy……. Feel good, happily wearing :-) best brand app  Easy to access. Very good service. On time delivery. Thank you so much",positive,0.9769,True
Adidas,162211797,4.0,positive,Comfortable and perfect fit. Just what I needed just a smart trainer that goes with anything you wear,positive,0.9042,True
Adidas,162206278,4.0,positive,Product is good. I will recommend to my friends and family also because the product is so so good,positive,0.9116,True
Adidas,162205118,4.0,positive,Good product with excellent comfort and styling. Good product with excellent quality and comfort. Highly recommend,positive,0.9638,True
Adidas,162205887,4.0,positive,Good product. Best quality with this price it's awesome buy it now,positive,0.9042,True
Adidas,162202493,5.0,positive,Cool Shoes. Liked the quality of this shoes and it’s very comfortable,positive,0.8268,True
Adidas,162184203,5.0,positive,Nice ..... value for money. Very neat and super...... don't doubt get it... I like this,positive,0.9457,True
Adidas,162183139,1.0,negative,"Duplicate shoes from adidas. Duplicate shoes ,, very poor shoes ,, look like chor Bazar shoes .... unhappy from adidas.. total waste of money",negative,-0.7774,True
Adidas,162175981,5.0,positive,Xcilent. Thanks addias  I’m vary happy thank you so mach I’m vary happy,positive,0.9153,True
Adidas,162176197,5.0,positive,Awesome product. Awesome product make more things like this . I like this product,positive,0.9257,True
Adidas,162161554,4.0,positive,Dirty. Dirty when received which is not acceptable from Adidas,negative,-0.7758,False
Adidas,162151697,4.0,positive,Very good. Very nice shoes Adidas shoes is best and comfortable,positive,0.9331,True
Adidas,162149880,4.0,positive,Good one. Amazing purchase only 1600 paid for this type of classic shoes,positive,0.7717,True
Adidas,162146880,5.0,positive,"Unmistakable Style. I love these trainers,this is the 4 pair I own now,but the first leather ones,very classic look,and they also look so well with most clothes",positive,0.787,True
Adidas,162132623,5.0,positive,"Great quality shoes, exactly like the picture!. Brilliant quality, will make a perfect present for Christmas!",positive,0.9401,True
Adidas,162097821,5.0,positive,"Lucky to buy these at 2499. Review after rough use of 1 month:  All black shoes in this price are a seal-the-deal situation.  These go well with every outfit. I walked long distances in them, super comfortable. Danced for hours in a club with these shoes, super durable. easy to wash with a wet cloth",positive,0.9578,True
Adidas,162097515,5.0,positive,Looks and feels great. Adidas quality product as expected. Looks stylish and feels great. I got this in navy and will get another colour,positive,0.8481,True
Adidas,162078011,5.0,positive,"Good quality. Good quality but not my size, will definitely recommend",positive,0.8658,True
Adidas,162077554,5.0,positive,Comfy and perfect for winter. Bought them as i needed a pair of leather trainer and these were the only plain design ones i could find,positive,0.5719,True
Adidas,162077223,5.0,positive,Perfect trainers in a great size fits well.. Good fit (wide) looks great with smart or casual wear,positive,0.9716,True
Adidas,162076044,5.0,positive,"Great every day trainer. Great everyday trainer, comfortable and easy to match",positive,0.9371,True
Adidas,162059049,5.0,positive,Perfect. Perfect. Great fit and would recommend to friends and family,positive,0.9618,True
Adidas,162047661,5.0,positive,Really lovely stylish trainer looks great on. Can be styled in lots of ways great value for money,positive,0.9402,True
Adidas,162011624,5.0,positive,Perfect trainer. Perfect trainers for work. Super comfortable and perfect fut,positive,0.9601,True
Adidas,161983302,5.0,positive,Great quality lovely fit. Love colour and comfort all u would expect from addidas,positive,0.9524,True
Adidas,161964789,5.0,positive,"Great pair of trainers, good look also. Really comfortable trainers, great looking and reasonably priced",positive,0.9428,True
Adidas,161953072,5.0,positive,Too narrow. Was a bit narrow and didn’t have enough toe room lol,positive,0.4215,True
Adidas,161948469,5.0,positive,Fresh pair. Good quality fresh pair of trainers had a few pairs,positive,0.7579,True
Adidas,161919397,5.0,positive,Very perfect and beautiful color. Comfortable and cute as seen online would buy this again,positive,0.9377,True
Adidas,161917182,5.0,positive,"Nice trainers. Really like these trainers, look good and are comfortable",positive,0.8955,True
Adidas,161898980,5.0,positive,I got what I wanted with fast delivery.. The product is very good quality and even better design. Delivery was very fast too,positive,0.7264,True
Adidas,161900409,5.0,positive,Very comfortable shoes. The quality was very good it was very comfortable and easy to wear it fits with almost every outfit i wore,positive,0.9266,True
Adidas,161876240,5.0,positive,"Fits as expected and definitely worth the money. Love the shoes and the fit , it has been while to get perfect shoe",positive,0.9325,True
Adidas,161861141,5.0,positive,Good. Very good and comfy gggcchbvvb bvccvbb gvvbhbbcv bbb,positive,0.7264,True
Adidas,161858663,5.0,positive,Loved that fact the stripes are only on the outsid. Will need to keep these clean but they look like they will wipe easy,positive,0.886,True
Adidas,161852541,5.0,positive,Great value for a great product. Great value for money paid and great reliable quickservice,positive,0.969,True
Adidas,161849748,5.0,positive,"Good quality, happy with fitment and price paid. Love it just what I needed. Good quality product and happy with price paid",positive,0.9545,True
Adidas,161843303,5.0,positive,Good. Best brand from the best country ever ..... explore,positive,0.9062,True
Adidas,161828782,5.0,positive,Good shoes. Really comfortable.. Really good quality. Very comfortable to use for casual wear,positive,0.9365,True
Adidas,161776099,5.0,positive,"What a steal!. Excellent quality, they look really good on I love the colour, for the price, real value for money",positive,0.8906,True
Adidas,161772373,5.0,positive,Budget friendly shoes and the black Friday. Enough said in the last slide not typing more to complete 50 char,positive,0.4939,True
Adidas,161763908,5.0,positive,"Good trainer, great price. Simple looking but clean design. Looks good with jeans, just what I needed",positive,0.8979,True
Adidas,161761105,5.0,positive,"Good fit.. Literally like I imagine walking on a cloud would feel, and they go with everything. Love the fit and the comfort and the look. The perfect shoe for wearing shorts, or linen pants. Highly recommended!",positive,0.969,True
Adidas,161758419,4.0,positive,God quality but feel a bit hard at first.. Great look and quality. I find them a bit hard compared to similar shoes,positive,0.7184,True
Adidas,161754773,5.0,positive,Nice clean look for a good price. Great fit for looking good goes well with a few different styles amazing from the crew as always,positive,0.9712,True
Adidas,161751324,5.0,positive,I ordered yesterday.it's perfect very comfortable. Good product classy and comfortable.looks very nice,positive,0.9474,True
Adidas,161722558,5.0,positive,Item as described. Perfect delivery up to date updates on purchase and delivery,positive,0.5719,True
Adidas,161716468,5.0,positive,Superb shoe. Looks sleek and comfortable. Great shoe. Very comfortable and stylish. Truly recommended,positive,0.9628,True
Adidas,161705730,5.0,positive,Awesome shoes and great shopping experience. Awesome shoes with quality fit and finish. It was a great shopping experience,positive,0.9633,True
Adidas,161696096,5.0,positive,"Love these shoes can be worn as casual for dinner. There comfortable shoes and go with everything, would definitely recommend",positive,0.9062,True
Adidas,161672841,5.0,positive,It’s comfortable and perfect for short trips. It’s a nice shoes and it is comfortable to wear and walk around with,positive,0.9201,True
Adidas,161672672,5.0,positive,Best shoes ever. It is very good in terms of value for money for shoes,positive,0.8687,True
Adidas,161673554,5.0,positive,"They are great looking and was great value. Love them, look very cool for the money, only lacking the inner black trio stripes. But still cool",positive,0.9031,True
Adidas,161652415,5.0,positive,A+. Love these trainers feel comfortable and look stylish,positive,0.8176,True
Adidas,161646251,5.0,positive,Great classic look and design. Love the fit and style. Trendy and goes with anything,positive,0.8957,True
Adidas,161621246,5.0,positive,It's like a foam around my toes. Perfection. Pure perfection i would greatly recommend to my friends and family,positive,0.9412,True
Adidas,161618382,4.0,positive,Great purchase at a great price.. Stylish and great colour. Seem a great pair of trainers for the price I paid,positive,0.9545,True
Adidas,161613963,5.0,positive,"Great product, definitely recommend to others. Great value, speedy delivery and great customer service",positive,0.9633,True
Adidas,161610861,4.0,positive,"Very good and quick delivery. Good easy online experience, very happy with the product and would recommend order in future",positive,0.9381,True
Adidas,161610847,5.0,positive,"Great trainers, really comfortable.. Love the comfort and the design. Great fit on these",positive,0.9693,True
Adidas,161594000,5.0,positive,A very great purchase option. Worth purchasing and looks very stylish on every one,positive,0.7425,True
Adidas,161593062,5.0,positive,Beyond expectations. Looks great on too! Definitely glad I purchased these,positive,0.8777,True
Adidas,161586181,5.0,positive,Nice. Brought as a birthday gift and was greatly appreciated,positive,0.8516,True
Adidas,161585102,5.0,positive,great item. great product excellent fitting great quality would recommend,positive,0.9612,True
Adidas,161584779,5.0,positive,Fantastic. Comfortable and reliable to wear..everything is fantastic.……………,positive,0.7845,True
Adidas,161579709,4.0,positive,Nice product at decent price. Loved it overall nic. Nice product at decent price. Loved it overall nic,positive,0.9246,True
Adidas,161559825,4.0,positive,K. Hi sir please share the link for the same as the above text is not,positive,0.5423,True
Adidas,161559751,4.0,positive,Wrong size for me nice and cheap though. Love Adidas app always get some great deals here...love,positive,0.8402,True
Adidas,161558861,4.0,positive,Good value basic trainer. Fairly comfortable although wider than other Adidas,positive,0.8225,True
Adidas,161532554,5.0,positive,"Super comfortable and non-leather. These trainers have become my standard daily wear and I now have 5 pairs… they are a really good fit, look great and are super comfortable. I avoid buying any product with leather or suede so these tick all the boxes for me",positive,0.9728,True
Adidas,161528504,5.0,positive,Go to trainer. These are my go to trainer go great in shorts or jeans,positive,0.6249,True
Adidas,161504026,5.0,positive,Great comfy trainers for work. I wanted some trainers that were smart and comfy for work and these work a treat highly recommended,positive,0.8908,True
Adidas,161504124,4.0,positive,Amazing Product in this range. Amazing Quality..Amazing Comfort..Material is too good,positive,0.8885,True
Adidas,161494557,5.0,positive,Brilliant. Will defo be buying more of these shoes! Great present as well,positive,0.8832,True
Adidas,161487498,5.0,positive,Alez. Perfect fit. Comfortable. Good material. excellent quality,positive,0.9442,True
Adidas,161471089,5.0,positive,Best. Best fit and overall good quality with superb looking,positive,0.9578,True
Adidas,161467146,5.0,positive,"Superb. Would most definitely buy these again, highly recommended by me",positive,0.8476,True
Adidas,161461741,5.0,positive,"Excellent quality product.. Comfortable,  beautiful design, high quality materials",positive,0.8979,True
Adidas,161460444,5.0,positive,Nice sneaker. Recycled material sneaker with good comfort and looks,positive,0.802,True
Adidas,161459943,5.0,positive,Comfortable even on a long hospitality shift. Great shoes and they remain comfortable even when on a 12hr plus shift on your feet,positive,0.8934,True
Adidas,161453871,5.0,positive,"Very comfortable and great design. Very comfortable and great design, very good price",positive,0.9643,True
Adidas,161449316,5.0,positive,"Great Quality. Good quality shoes, very comfortable, just slightly too wide would recommend sizing down 0.5",positive,0.92,True
Adidas,161443787,4.0,positive,Great quality and very comfortable. Great quality and very comfortable. Highly recommended!,positive,0.9602,True
Adidas,161425958,5.0,positive,"Perfect trainers. They are a perfect fit, colour is really nice would definitely recommend these",positive,0.9549,True
Adidas,161393732,5.0,positive,Good quality product. Nice fitting  Good delivery  Quality of the product is good,positive,0.8885,True
Adidas,161370847,5.0,positive,I love them. I shall be purchasing some more next week when I get back to London,positive,0.6369,True
Adidas,161332879,5.0,positive,Overall good. Nice product but I not comfortable for me need to improve,positive,0.4848,True
Adidas,161304459,5.0,positive,"A good style trainer.. I love these trainers,first because of the look and comfort,also they go great with the adidas joggers I bought",positive,0.9042,True
Adidas,161291329,4.0,positive,Comfort was decent but did not like the quality. Great shoes if sold under 2500. Otherwise need more comfort,positive,0.8564,True
Adidas,161243652,5.0,positive,Great trainers. Brought two pairs was very pleased with them would highly recommend,positive,0.8775,True
Adidas,161239901,4.0,positive,Good but could be less in price. Shooe is great by look.  Price should be less.otherwise it is good,positive,0.9091,True
Adidas,161193219,4.0,positive,A Must Buy product for Casual Outfits.. 9/10 - Colour Essence 10/10- Value for Price 8/10 - Comfort 9/10 - Soul (Material) Quality  A Must Buy for Casual Outfits!,positive,0.7777,True
Adidas,161188803,5.0,positive,"Good quality, very comfortable. Would buy again. The trainers are very comfortable, been wearing them in these poor weather conditions and they’ve kept my feet dry",positive,0.7897,True
Adidas,161136894,5.0,positive,"Fabulous sneakers. They got them all, comfort, looks and great fit! Haven't tried them for long hours but will update ASAP I do that",positive,0.7609,True
Adidas,161107960,5.0,positive,"Perfect fit and quality of the shoes is good.. Perfect fit, nice packaging………………………………………………………",positive,0.9524,True
Adidas,161100303,4.0,positive,"For long hours, these shoes are lil uncomfortable.. Quality and size of these shoes are good. The overall experience was satisfactory",positive,0.4215,True
Adidas,161087885,5.0,positive,This is an amazing pair of trainers for the price. Always amazing service and arrives in a timely manner,positive,0.8225,True
Adidas,161018706,5.0,positive,Amazing. Colour and the size of the shoe is very perfect  Great,positive,0.9212,True
Adidas,161010564,5.0,positive,"Great shoes, decent in rainy weather, comfortable. Used as work shoes, comfortable with good grip, decent upper material",positive,0.9231,True
Adidas,160980354,5.0,positive,Good experience. Every product is comfortable and affordable to purchase,positive,0.7351,True
Adidas,160978352,5.0,positive,"Nice trainers for day to day use, great value. Comfortable and great value for money.  Good durability",positive,0.9682,True
Adidas,160942862,5.0,positive,Amazing product. Nice colour and perfect size and good quality…,positive,0.9217,True
Adidas,160940044,4.0,positive,Good. Shoe is looking good .. according to price range quality should be more good .. my feelings,positive,0.8399,True
Adidas,160934036,5.0,positive,Great purchase for my partner.. These are really nice shoes. My partner really likes them,positive,0.883,True
Adidas,160932940,5.0,positive,Awesome fit and comfort!. Awesome fit and comfort! Love wearing adidas. The life of shoes is long and stays same throughout,positive,0.9719,True
Adidas,160920097,5.0,positive,Excellent. Must buy this product. Looks good with jeans and other trousers,positive,0.765,True
Adidas,160889986,5.0,positive,Beat product. Great experience the quality of the product is awesome,positive,0.8481,True
Adidas,160880515,2.0,negative,Not good. The material is not good looks like first copy Not recommend,negative,-0.7925,True
Adidas,160876801,5.0,positive,It was okayish. Its good should take care about the material though,positive,0.7269,True
Adidas,160866318,5.0,positive,Best product. Its amazing grab it the way of designing coloring too good,positive,0.8979,True
Adidas,160855682,4.0,positive,Looks good. Product got multiple Creeze in a few days only. Quality could have been better,positive,0.7003,True
Adidas,160852975,5.0,positive,Good Match for walkers and runners. Good pair of shoes for walkers and medium pace runners,positive,0.7003,True
Adidas,160844627,5.0,positive,"Its adidas enough said. Size and , width, and weight are the most important factors when I buy footwear and they deliver",positive,0.2716,True
Adidas,160701934,5.0,positive,Comfortable and pleasing to the eye. Would recommend to anyone wanting to purchase quality white adidas trainers,positive,0.8481,True
Adidas,160659318,5.0,positive,They are what I was looking for. Fits like a glove. The sole is not stiff while the design is great for value,positive,0.8402,True
Adidas,160654895,5.0,positive,Great classic sneaker with some lovely touches.. Love the red soles and nice addition to a smart casual wardrobe,positive,0.9607,True
Adidas,160638308,5.0,positive,Nice shoes. Feels good and comfortable nice shoes size is also perfect,positive,0.9382,True
Adidas,160559423,5.0,positive,Best product ever quality fantastic. Great product very comfortable and great value for money and delivery was very quickly i would highly recommend this service I'll definitely be buy of them again,positive,0.9813,True
Adidas,160544911,4.0,positive,"Good looks play comfort. Shoes look good and stylish, but are medium incomfort",positive,0.6542,True
Adidas,160543576,5.0,positive,Good for regular use. Shoes are good for regular use and not necessarily a whole day sneaker,positive,0.7003,True
Adidas,160505838,5.0,positive,Best Purchase for the price. The design is super elegant and the shoe is comfortable,positive,0.9382,True
Adidas,160470851,5.0,positive,Nice shoes.. Great ones for daily use. And can be wear on anything,positive,0.7845,True
Adidas,160412279,5.0,positive,Awesome shoes but box was in bad condition. Shoes were awesome but box was in bad condition plz deliver items in good boxes,positive,0.4588,True
Adidas,160379573,5.0,positive,Best purchase ever. Perfect size ..width should have been bit wider for my foot but it's all right,positive,0.6059,True
Adidas,160348907,5.0,positive,Very nice. Comfortable. Classy. Good for everyday knock about.. I might buy another pair,positive,0.9142,True
Adidas,160286498,5.0,positive,Best purchase of the year. Best purchase of the year are these shoes,positive,0.8555,True
Adidas,160247759,5.0,positive,"Excellent pair of stylish trainers. The trainer size is perfect, they’re great looking and really comfortable",positive,0.9441,True
Adidas,160241164,5.0,positive,"Great trainers. Great fit and very comfortable before I've even worn them in properly.  Undecided on the pu leather as they are my first, previously on had proper leather or fabric, so I'm hoping they're comparable when it comes to weather resistant",positive,0.9212,True
Adidas,160208418,5.0,positive,"Super comfy, perfect fit!. Quick delivery, true to size, super comfy, ideal for all day wear",positive,0.9661,True
Adidas,160205233,5.0,positive,"Great overall. Comfortable to wear, easy to go with anything i wear",positive,0.8834,True
Adidas,160199604,4.0,positive,"Perfect if you’re wearing thinner socks. Perfect if you are wearing thinner socks but otherwise if you’re a chunkier sock wearer will feel a little constraint within, a extra half sizes should do it bar that life goes on",positive,0.5719,True
Adidas,160093443,5.0,positive,Decent. Carpet slippers fit and a spiffing colour. A nice pair of casual daps,positive,0.7269,True
Adidas,160030137,5.0,positive,Awesome!. Great product! Would definitely recommend it to others,positive,0.9323,True
Adidas,160001506,5.0,positive,"Great fit, quick delivery and look great on. The trainer's fit perfect, as sometimes they come up small but not these ones",positive,0.8381,True
Adidas,159972973,5.0,positive,"I was wowed when I opened the box.. Felt so good seeing it. Comfortable, and I just had to wear it next day. Looked great on my feet",positive,0.9407,True
Adidas,159934421,4.0,positive,Very good. Defo buy more of these and would not recommend  to others,positive,0.2693,True
Adidas,159927012,5.0,positive,"Adidas logo has to be highlight.. 'Adidas logo has to be highlight'. Overall it is a good product, comfortable, look nice. 9 out of 10",positive,0.9153,True
Adidas,159884994,5.0,positive,"Practical, comfortable and great fit.. What's to say, they're for school and they do the job!",positive,0.8805,True
Adidas,159863630,5.0,positive,Great trainers at a great price.. Comfortable and found them great for doing training in the gym,positive,0.9485,True
Adidas,159835869,5.0,positive,I want to purchase more shoes like this (sneakers). This is my first purchase and I like the product very much,positive,0.6786,True
Adidas,159757493,5.0,positive,It’s perfect size and a very good quality. Perfect size and very good quality and very good looking,positive,0.9534,True
Adidas,159679248,5.0,positive,Best first purchase ever. Great Experience for shopping with adi however order was delayed a bit,positive,0.8126,True
Adidas,159619152,5.0,positive,Great price great product. Good pair and surprisingly comfortable for everyday wear,positive,0.9485,True
Adidas,159570405,4.0,positive,"Nice. Good product, Perfect fit,Light weight, Comfortable",positive,0.9136,True
Adidas,159568433,5.0,positive,Nice. Reallly a niceee andcomfortable one for this cost and,positive,0.4215,True
Adidas,159532552,5.0,positive,Brilliant product fits feet perfectly. This product is brilliant for a school shoe and is very comfortable,positive,0.9468,True
Adidas,159440486,5.0,positive,Best shoes.. Best shoes.I recommend buy it very comfortable and nice,positive,0.9556,True
Adidas,159421396,4.0,positive,It had small bubble in write one still passes. Product passes through the inspection that is a joke it has a bump on side of one shoe I did not bother to send it back just waste of time,positive,0.1119,True
Adidas,159414565,5.0,positive,best experience. Good Quality Product  Basic design looks cool Classy Comfortable,positive,0.9393,True
Adidas,159408223,5.0,positive,Sooper product in adidas shoes. I a m vari happy to in adidas product in shoes vilbi i a m one that agyinig in adidas super shoes  Vari indarsting all to bi happy nas moment in my vari to in,positive,0.9062,True
Adidas,159281236,5.0,positive,Fantastic purchase. Would recommend. Great product and comfy fit,positive,0.9136,True
Adidas,159252136,5.0,positive,"Very trend pair of trainers.. The trainers were for my 15 year old son to wear during our trip to Monaco, so wanted a trendy but comfortable footwear. This pair was perfect for a smart casual look. Loved the colour combination",positive,0.9705,True
Adidas,159090232,5.0,positive,"Awesome trainers - brought for holiday, look great. The fit is great and delivery and price were excellent",positive,0.969,True
Adidas,159086625,4.0,positive,The products were amazing. The football boots are very small for me so if you order put two more sizes,positive,0.5859,True
Adidas,159075683,4.0,positive,Good shoe.. The shoe is actually pretty good with decent comfort,positive,0.8885,True
Adidas,159073847,5.0,positive,"It's really good guys, I love it. It's really good guys, I love it I'm gonna buy like this more",positive,0.9537,True
Adidas,158987213,5.0,positive,Superb. It's an amazing shoe at this price!! Fully recommended,positive,0.8904,True
Adidas,158898008,5.0,positive,Good quality. Affordable and price pay off  Recommendable and have comfort zone,positive,0.6124,True
Adidas,158870149,5.0,positive,"Glad I bought them. I love my new  trainers. Very comfortable & they make my feet look smaller. Great  price too. I  usually buy a size 8 online to save sending back if they're made on the small side, I got a 7.5 and the fit is perfect.  Definitely buying another colour",positive,0.9798,True
Adidas,158853778,4.0,positive,A good daily use shoe. Not best for running or sports but a great walking shoe that goes with many outfits,positive,0.7518,True
Adidas,158808714,4.0,positive,Leather is okayish. Leather was okay and not that perfect. Less stylish,negative,-0.2728,False
Adidas,158744485,5.0,positive,"Comfy and look good!!. Loving the style and the colours, the fit is perfect!!",positive,0.9345,True
Adidas,158728312,5.0,positive,Worth it. Amazing great product for a causal wear and has a good fit,positive,0.9349,True
Adidas,158723028,5.0,positive,"Very good quality, wish width was a little bigger. Classic pair of trainers, perfect for summer wear easily paired with shorts or trousers, very versatile",positive,0.9053,True
Adidas,158702436,5.0,positive,Best white sneakers. Its to comfortable & looking good best part tht we can clean with alcohol wipes,positive,0.9538,True
Adidas,158680616,5.0,positive,Good product in a decent price. Looks great have a good comfort in a decent price range,positive,0.9081,True
Adidas,158678399,5.0,positive,"Amazing shoes. These shoes are very comfortable, you and all of you should also take them, its look is very cool",positive,0.8746,True
Adidas,158599279,5.0,positive,Nice shoes. The shoes are very comfortable and good looking as well. I got complements from multiple people,positive,0.8923,True
Adidas,158574898,5.0,positive,Love the colours. Perfect fit in both width and length. Would definitely recommend,positive,0.9393,True
Adidas,158569844,5.0,positive,"Lovely trainers. Good fit, little narrow if you have wider feet. Good quality, nice colours",positive,0.9313,True
Adidas,158543299,5.0,positive,"Love it, classic Adidas all in one shoe. Perfect shoe which matches the vast majority of my wardrobe, easy wear and good quality",positive,0.9287,True
Adidas,158510056,4.0,positive,Amazing. It is a loose fit go for one size lesser It is good,positive,0.7845,True
Adidas,158473240,5.0,positive,Very very impressed. Look good feel good comfortable would recommend these to everyone,positive,0.9386,True
Adidas,158463801,5.0,positive,Good product.. Simple ..cool.. comfortable . Stylist . Looks good,positive,0.886,True
Adidas,158414200,5.0,positive,"Awesome shoes. 
Very Comfortable. Perfect Fit and awesome shoes quality  Value for money",positive,0.968,True
Adidas,158380449,5.0,positive,Nice reasonable priced trainers. I’ve had various trainer brands and adidas seems to be the ones that fit my feet perfectly. So after seeing these in the sale I couldn’t resist especially for the price. There stored away from when I’m due a pair at later date,positive,0.8591,True
Adidas,158376812,5.0,positive,"As good as ever.. You just cannot fault Adidas. As per usual, great fit, super comfy and I look really really really cool",positive,0.9571,True
Adidas,158336923,1.0,negative,People order adidas for perfect look.. Width is broad and for flat foot its not good. Packing is also normal like 7-8 hundred shoes,positive,0.5851,False
